noise_variance,model,best_epoch,best_val_mse,final_val_mse,final_sdr_db,final_symbol_accuracy,stop_epoch,stop_reason
0.0,Hybrid,2,0.25957361459732053,0.25957361459732053,2.848857545852661,0.6169218749999998,2,fixed_budget
0.0,LSTM,2,0.25621284246444703,0.25621284246444703,2.905531406402588,0.5978437500000001,2,fixed_budget
0.0,IQ_CNN,2,0.2554006457328796,0.2554006457328796,2.919382190704346,0.6349218750000003,2,fixed_budget
0.16,Hybrid,2,0.27599740624427793,0.27599740624427793,2.5823864459991457,0.5746874999999998,2,fixed_budget
0.16,LSTM,2,0.27121098041534425,0.27121098041534425,2.6587658882141114,0.578765625,2,fixed_budget
0.16,IQ_CNN,2,0.26647364497184756,0.26647364497184756,2.7354415893554687,0.579546875,2,fixed_budget
